GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0071782	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	endoplasmic reticulum tubular network	0.38212143165297796
GO:0032541	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	cortical endoplasmic reticulum	0.38212143165297796
GO:0090694	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	Scc2-Scc4 cohesin loading complex	0.38212143165297796
GO:0008074	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	guanylate cyclase complex, soluble	0.38212143165297796
GO:0004587	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	ornithine aminotransferase activity	0.38212143165297796
GO:0004641	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	phosphoribosylformylglycinamidine cyclo-ligase activity	0.38212143165297796
GO:0007162	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	negative regulation of cell adhesion	0.38212143165297796
GO:0071797	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	LUBAC complex	0.38212143165297796
GO:0005587	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	collagen type IV trimer	0.38212143165297796
GO:1990811	C	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	MWP complex	0.38212143165297796
GO:0030513	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	positive regulation of BMP signaling pathway	0.38212143165297796
GO:0035694	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	mitochondrial protein catabolic process	0.38212143165297796
GO:0061762	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	CAMKK-AMPK signaling cascade	0.38212143165297796
GO:0070492	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	oligosaccharide binding	0.38212143165297796
GO:0042446	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	hormone biosynthetic process	0.38212143165297796
GO:0004644	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	phosphoribosylglycinamide formyltransferase activity	0.38212143165297796
GO:0006843	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	mitochondrial citrate transmembrane transport	0.38212143165297796
GO:0022607	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	cellular component assembly	0.38212143165297796
GO:0046084	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	adenine biosynthetic process	0.38212143165297796
GO:0051177	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	meiotic sister chromatid cohesion	0.38212143165297796
